metric,oracle,identifiedTruthFeedback,identifiedUkf,identificationAndForceLoopPenalty,ukfFeedbackPenalty,totalDeployablePenalty,ukfToTruthRatio
translationRmsMm,0.0763854407853263,0.141282061216306,3.06711514551375,0.0648966204309801,2.92583308429744,2.99072970472842,21.7091619354131
translationPeakMm,0.276181937273418,0.351012288020268,8.72052544659304,0.0748303507468493,8.36951315857277,8.44434350931962,24.8439320907464
rotationRmsDeg,0.0681627451629757,0.264346019922757,0.374470985999826,0.196183274759781,0.110124966077069,0.30630824083685,1.41659400095847
rotationPeakDeg,0.214321439320785,0.558730800630122,1.13616127971512,0.344409361309337,0.577430479084996,0.921839840394333,2.03346813605726
forceTrackingNrmse,0.0157081457104079,0.0195479639733973,0.0275790645509259,0.00383981826298937,0.0080311005775286,0.011870918840518,1.41084077034611
alignedForceEstimateRmsN,0,59.0631743957251,62.7356349297962,59.0631743957251,3.67246053407113,62.7356349297962,1.06217851599823
