encoderScale,ukfAccelerationNoiseStd,score,trackRmsMm,trackPeakMm,rotationRmsDeg,rotationPeakDeg,feedbackRmsMm,feedbackPeakMm,forceNrmse,maxPwm,pwmSaturationRatio
0.2,0.02,4.16112310241953,1.07436327416841,5.56320419539644,0.238187460894647,1.11802189238708,0.519942934026354,2.85177089065742,0.0198497892033296,3991.53374558801,0
0.1,0.02,4.301843323285,1.1295225039208,6.44745257406067,0.257147568578525,0.862283642939464,0.434444857042568,2.44455518518338,0.0188669464254923,3957.51166311511,0
0.1,0.01,5.12505739419241,1.47207375545011,7.8481690291358,0.253967412343709,0.974525187614392,0.6026632688058,3.69821702404818,0.0181198943163889,4116.87897836182,0
0.1,0.005,5.96449312812748,1.78800086861156,8.78017404583444,0.261048743230714,1.29146025879429,0.792137444368541,3.68767929645924,0.0188406967973472,4198,0.000111037086386853
0.2,0.005,6.4712962447422,1.94147877731842,10.6342546560881,0.25591879983292,1.04640717822227,0.923132491661399,5.43395403678981,0.0175568623004421,3920.08046078612,0
0.3,0.01,7.81466536522574,2.4138351785241,10.9117115610976,0.479331383675071,1.76840958120773,1.1781155282244,6.85969892563061,0.0205049313925932,3950.4361244891,0
0.3,0.02,7.93798465973216,2.00208756206168,14.9318562738059,0.293501147567494,1.17733092805266,0.824704810168435,6.74703900184731,0.0169353709162173,3736.31706788234,0
0.2,0.01,9.38056183401721,2.12901908557864,18.5951910856681,0.312144907823076,1.46278766745732,0.95890089980414,9.15835448862185,0.0168444573847461,4164.98381349668,0
0.3,0.005,10.7044339912118,3.14175406179196,18.8258287044203,0.426849662425687,1.53111707525375,1.89377362479096,11.0446636467387,0.0208149851495209,3543.86497643619,0
