positionScale,rateScale,integralScale,rotationScale,rotationRateScale,score,trackRmsMm,trackPeakMm,rotationRmsDeg,rotationPeakDeg,feedbackRmsMm,feedbackPeakMm,forceNrmse,maxPwm
0.75,0.5,0.5,0.75,1.25,3.60371838006499,1.1826636814153,4.73432837741353,0.206837145714396,0.655039104573704,0.53846169413628,2.41317242604072,0.0167695833254822,4198
0.75,0.5,0.5,1,1,3.68397883938807,1.04916958068209,3.94310812930278,0.260896230404467,1.23626312402585,0.525021489116203,2.4827943245442,0.0162798201346291,3426.39752614826
0.75,0.5,0.5,0.5,1,5.21896884580028,1.32643630564005,7.16840199482881,0.351323233127445,1.51012352019547,0.706054357702651,4.44851745794993,0.0166801122223657,4021.0614004707
0.5,0.5,0,0.75,1.25,5.62263449835088,1.74864799888157,6.95756276791181,0.36098874109398,1.50984830631459,0.69587316928458,3.02693287727522,0.0184417556790788,3885.90040931557
0.75,0.5,0.5,1.25,1,6.12404724836287,1.51156782306051,7.41101810688186,0.399846918557003,2.25553078214683,0.78438251795235,3.52199614957366,0.020522776358901,4092.08658559434
0.5,0.5,0,1,1.25,9.12070440717869,2.34172018053316,16.9581173798517,0.285728233176451,1.48375015198989,0.858944326727671,7.27648233463445,0.0183597836560326,3958.61508127849
