caseName,method,solverBackend,fatropStructure,N1,N2,numVariables,numEq,numIneq,solverStatus,solverSuccess,engineeringPassed,fatropStructureHealthy,buildTime_s,solveTime_s,totalTime_s,objective,iter_count,n_eval_f,n_eval_g,n_eval_grad_f,n_eval_jac_g,n_eval_hess_l,time_hess_l,maxEqResidual,maxIneqViolation,minStage1Clearance_m,finalGap_m,maxDenseDynResidual,maxHSDefectResidual,stage2Passed,fatrop_return_flag,degenerateJacobianCount,failureReason
NATIVE-HS-IPOPT,FATROP_NATIVE_HS,ipopt,,2,1,103,47,118,Maximum_Iterations_Exceeded,0,0,1,4.6898568,1.6108579,6.3007147,0.319993466223831,5,8,8,15,8,4,1.447,0.262762377212101,0.538882835874594,0.0351989860131905,0.00499999999999992,21.1160900704673,0.262762377212039,0,,0,"求解完成但未通过统一工程后验验证：stage2Passed=0, maxDenseDynResidual=21.1161, minStage1Clearance_m=0.035199, finalGap_m=0.005"
NATIVE-HS-FATROP,FATROP_NATIVE_HS,fatrop,,2,1,NaN,NaN,NaN,FAILED_AT_INITIALIZATION,0,0,1,5.8888911,NaN,5.8888911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,NaN,".../casadi/core/function_internal.cpp:152: Error calling FatropInterface::init for 'solver': .../casadi/interfaces/fatrop/fatrop_interface.cpp:469: Assertion ""errors.empty() && (A_ + total).nnz() == total.nnz()"" failed: Fatrop: specified structure of A does not correspond to what the interface can handle. Structure is: N 3, nx [12, 12, 12, 12], nu [18, 18, 18, 1], ng [39, 39, 51, 0]. Note that debug_fatrop_expected.mtx and debug_fatrop_actual.mtx are written to the current directory when 'debug' option is true. These can be read with Sparsity.from_file(...).For a ready-to-use script, see https://gist.github.com/jgillis/dec56fa16c90a8e4a69465e8422c5459"
