controller,case_id,disturbance,scale,noise_seed,validation_stage,equivalent_pose_rms,equivalent_pose_peak,recovery_time_s,translation_rms_x,translation_rms_y,translation_rms_z,translation_peak_x,translation_peak_y,translation_peak_z,rotation_rms_roll,rotation_rms_pitch,rotation_rms_yaw,rotation_peak_roll,rotation_peak_pitch,rotation_peak_yaw,min_leg_length_m,max_leg_length_m,max_leg_speed_mps,max_leg_acceleration_mps2,peak_force_n,peak_force_rate_nps,control_energy_n2s,controller_time_p95_s,qp_time_p95_s,dob_time_p95_s,infeasible_count,fallback_count,min_sigma,min_collision_margin_m,min_cbf_residual,length_violation_count,speed_violation_count,acceleration_violation_count,force_violation_count,force_rate_violation_count,collision_violation_count,singularity_violation_count,nonfinite_count,full_trajectory_completed,hard_constraints_passed,eligible,is_training,is_holdout
strict_qp,smooth_target_x0p5,smooth_target,0.5,NaN,simscape_validation,0.00135105511895064,0.00247881515404854,Inf,0.000717565816459899,0.000657322400979228,0.000183789392450395,0.00116812111921798,0.00170273428258993,0.00109493587362897,0.000729160155608097,0.00123217986135918,0.00115258408468658,0.00239051668185999,0.00320749340153115,0.00203039282029682,1.07841594348455,1.90428685536315,0.278835705403313,0.387375912790437,1099.62113642599,2901.72689266138,13298181.3436257,0.00718385,0.0035714,NaN,0,0,0.284972838760283,0.000505216998863638,-6.76791955811495e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_smooth_target_x0p5,wrench_smooth_target,0.5,NaN,simscape_validation,0.00355161765829246,0.00758848558167788,Inf,0.002605427636959,0.00170901587453377,0.000516785995981928,0.00712194886237476,0.00342293404920235,0.00177342242043887,0.00155886161992216,0.00254248660266633,0.00128741582328725,0.0036606557800371,0.00561322843003886,0.00327193200525644,1.07841594348455,1.90192827865998,0.284847838046054,0.389027047177432,1094.27157759283,2903.02997427031,13149141.5214647,0.0074878,0.00354615,NaN,0,0,0.286418493899453,0.00066876291504249,-2.89546164822241e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,target_noise_x0p5_s101,target_noise,0.5,101,simscape_validation,0.00142394597279206,0.00260349503011339,Inf,0.000738440066742169,0.000675336283059014,0.000181343712111009,0.00133453996978816,0.00179882694870021,0.00113675840717242,0.000746655956623402,0.00128662575520465,0.00132685873587674,0.00248154654657283,0.00338000845292608,0.00327643111555065,1.07841594348455,1.90415270262535,0.286739870854424,0.847098879612798,1111.93891467233,3436.50460641064,13308639.8396471,0.0074503,0.003546,NaN,0,0,0.284446921165972,0.000514749015603115,-3.90798504668055e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_target_noise_x0p5_s101,wrench_target_noise,0.5,101,simscape_validation,0.00360277517015819,0.00764433180774902,Inf,0.00263678749727187,0.00172691899870697,0.000511028819716166,0.00713401695685442,0.00348665026071088,0.00179922846733183,0.00163633949227559,0.00259619220119675,0.00131070319810341,0.00386322886376736,0.00572018230734861,0.00338318356722944,1.07841594348455,1.90185776148307,0.286739870854424,0.840098311468731,1101.88190081573,3427.98435361,13163595.1201114,0.00748495,0.00363625,NaN,0,0,0.285833544523641,0.000674817234002871,-8.88178419700125e-15,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,target_noise_x0p5_s102,target_noise,0.5,102,simscape_validation,0.0013278786104161,0.00237883012215909,Inf,0.000748435079700315,0.000594731446140825,0.000167777833838026,0.00131782628015523,0.00160201552898953,0.00107925177135226,0.000704408416125602,0.00119805462824348,0.00116339178899869,0.00219712370998264,0.00311007441576988,0.00250348302147441,1.07841594348455,1.90435617545473,0.283746849313959,0.568656017074097,1116.70629187859,2947.34437463385,13309395.3625945,0.00755015,0.0034872,NaN,0,0,0.284112167230229,0.000502199911409988,-3.5527136788005e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_target_noise_x0p5_s102,wrench_target_noise,0.5,102,simscape_validation,0.00354374274386428,0.0075881994736894,Inf,0.00263320726852751,0.001663598027995,0.000513395165675756,0.00712386581255862,0.00330977521511583,0.00175456739277946,0.00149765090222472,0.00255801475226479,0.00125952323732725,0.00345094451708838,0.005498939023028,0.00319320406287016,1.07841594348455,1.90200757688712,0.284924026258959,0.56814542660919,1106.28549293893,2952.06997751305,13161237.2768426,0.00744205,0.0035604,NaN,0,0,0.285540053449357,0.000663264113788369,-9.2548191332753e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,target_noise_x0p5_s103,target_noise,0.5,103,simscape_validation,0.00136175253956894,0.00240675212135688,Inf,0.000741316844441099,0.000582147161680589,0.000147594309429956,0.00133089252039871,0.00160943130889712,0.000994677275294231,0.000777661994581821,0.00110991107721725,0.0013928025313803,0.00254275419577671,0.00296272233862244,0.00301833572051369,1.07841594348455,1.90463251053852,0.284475558933694,0.588338005826915,1119.43309420715,3240.55130783831,13326695.4693637,0.00691565,0.0033155,NaN,0,0,0.284229749324461,0.000480183875171685,-3.35731442646647e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_target_noise_x0p5_s103,wrench_target_noise,0.5,103,simscape_validation,0.00347154238561384,0.0076591806467971,Inf,0.00263225227688136,0.00161144983626787,0.000489818448443774,0.00716990056663931,0.00322249107837991,0.00166283920138732,0.00151883294696779,0.00244434289950251,0.000928967956254486,0.00358848094267622,0.00526726798543475,0.00249448375857053,1.07841594348455,1.90232398959767,0.289297365731156,0.656697678099696,1109.05191289483,3255.89085823582,13180220.2550827,0.0070122,0.0033605,NaN,2,2,0.285665279494325,0.000638117169816548,-228.281479648612,0,0,0,0,0,0,0,0,1,1,0,0,1
strict_qp,target_noise_x0p5_s104,target_noise,0.5,104,simscape_validation,0.00137174918884161,0.00245990656029326,Inf,0.000761521829036456,0.000624842405438054,0.000163846861336051,0.00131048830690533,0.00164995117290179,0.00106187807647018,0.000766413846098416,0.00119608006115598,0.0012328943042106,0.00239383617789957,0.0031258461963079,0.00275685614001364,1.07841594348455,1.90442733989493,0.282958220338214,0.673765954985319,1130.15723526577,2734.92744982197,13315251.6026243,0.0071218,0.00337175,NaN,0,0,0.28406936110382,0.000494721878767539,-1.06581410364015e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_target_noise_x0p5_s104,wrench_target_noise,0.5,104,simscape_validation,0.00353529667861503,0.00763845666017829,Inf,0.00259458931263156,0.0016980759585043,0.000507178350718875,0.00719220913722189,0.00341048524091114,0.00174921069946921,0.00153795961260103,0.00259662483653306,0.00118117227599241,0.00371507548130796,0.00557772687705221,0.00299683630030623,1.07841594348455,1.90203394222217,0.287066550201631,0.671281589093979,1119.78425279374,2722.56035587476,13164556.6858387,0.00713075,0.00334645,NaN,1,1,0.285502810816376,0.000659843247530993,-160.28293580298,0,0,0,0,0,0,0,0,1,1,0,0,1
strict_qp,target_noise_x0p5_s105,target_noise,0.5,105,simscape_validation,0.00131865893679556,0.00243810749681328,Inf,0.00075128681381613,0.000610627556440025,0.0001960257669239,0.00137592590080139,0.0016466767126892,0.00115157510879205,0.000612442037277529,0.00131511087770506,0.000973626075193309,0.00197855735744729,0.00328837371228163,0.00213630435356849,1.07841594348455,1.90413071131762,0.286511708183956,0.551858576699832,1124.03490796029,3069.06917925453,13291759.1039287,0.0069489,0.0033284,NaN,0,0,0.284811483309381,0.000518698168643921,-6.69686528453894e-13,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_target_noise_x0p5_s105,wrench_target_noise,0.5,105,simscape_validation,0.0036094376282058,0.00748931841861919,Inf,0.00262791611907086,0.00170991682769888,0.000542342497997631,0.00706555689046001,0.00336670790906074,0.0018281447928814,0.00138476892816583,0.0026738951468522,0.00159664756293931,0.00337487197377016,0.00569298343173108,0.0036847935477986,1.07841594348455,1.90178088794882,0.286511708183956,0.548543309113265,1113.93264969895,3070.48769106603,13143430.4375738,0.00701565,0.00349805,NaN,0,0,0.286267330474515,0.000681826528066258,-5.08748598804232e-12,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_x1p0,wrench,1,NaN,simscape_validation,0.0116816355429907,0.0398888105354568,Inf,0.00783964594351396,0.00184428483703511,0.00527820346166775,0.027443515789827,0.00727060857407497,0.0241432420193828,0.0128549894184758,0.0016565461433035,0.00263895250296457,0.0452988563547504,0.00502999670659976,0.00620712435250159,1.07841594348455,1.90629866247268,0.365697156213384,1.22488480266858,1121.66169750319,6721.97631635178,13501727.4683753,0.0071251,0.00349235,NaN,0,0,0.282962618958658,-4.59718842603374e-06,-1.87043269761489e-10,0,0,19,0,0,3,0,0,1,0,0,1,0
strict_qp,smooth_target_x1p0,smooth_target,1,NaN,simscape_validation,0.00137885204885061,0.00253265129006776,Inf,0.0007318259222556,0.000670274998927897,0.000184694037210457,0.00126521350186266,0.0017469932993287,0.00110395932441065,0.000754971111284567,0.00125324013360256,0.00117836374304163,0.00248633991122404,0.00325667051095985,0.00212405648172342,1.07841594348455,1.90426465177639,0.278835705403313,0.718092464525555,1132.73705790153,5864.50805035231,13292684.186857,0.00692645,0.00340085,NaN,0,0,0.285584634193021,0.000505732641971637,-1.65201186064223e-13,0,0,0,0,0,0,0,0,1,1,1,1,0
strict_qp,wrench_smooth_target_x1p0,wrench_smooth_target,1,NaN,simscape_validation,0.0116362938140123,0.0398888105354568,Inf,0.00782428312322576,0.00181899008593184,0.00524891949930603,0.027443515789827,0.00727060857407497,0.0241432420193828,0.012796580690094,0.0016131706820287,0.00263465158140576,0.0452988563547504,0.00502999670659976,0.00620712435250159,1.07841594348455,1.90621942609581,0.365697156213384,1.22488480266858,1134.79988907656,6721.97631635178,13484160.7174186,0.00712985,0.0035094,NaN,0,0,0.284288194062497,-4.12518206599445e-05,-1.87043269761489e-10,0,0,19,0,0,6,0,0,1,0,0,1,0
strict_qp,target_noise_x1p0_s101,target_noise,1,101,simscape_validation,0.00151639036525008,0.00261908385920708,Inf,0.000829354810677308,0.000651863198223188,0.000200425411118697,0.00171705254218112,0.00166325389256289,0.00111045214787686,0.000899752459941319,0.00119292140907188,0.00153409304654142,0.00230249333195902,0.00320927178361607,0.00454251470179801,1.07841594348455,1.90426647941833,0.295262982575372,1.16972807655208,1137.46429991126,6577.55222407194,13336935.9764801,0.0071863,0.0034107,NaN,2,2,0.284133221291761,0.000506168803220968,-121.218217054682,0,0,0,0,0,0,0,0,1,1,0,1,0
strict_qp,wrench_target_noise_x1p0_s101,wrench_target_noise,1,101,simscape_validation,7.33093886695644,23.9206143745668,Inf,5.84988415424459,3.06822689463088,2.97377585999898,18.3701211676896,9.62037639768552,11.8015929740497,1.54371533368623,0.723599342054101,1.46628462544187,3.21199366270276,1.89894551093308,3.9206897049731,1.07841594348455,23.6956837676827,26.716580409701,126.704080544575,1180.86754661726,7999.99999999991,13195059.0907694,0.00737725,0.0034873,NaN,336,336,1.95610498950326e-05,-0.493094327413708,-2054.60770545487,1467,269,358,0,0,342,1394,0,1,0,0,1,0
strict_qp,target_noise_x1p0_s102,target_noise,1,102,simscape_validation,0.00133929854188509,0.00229464657056014,Inf,0.000781177924012044,0.000561039350359427,0.000173380827209678,0.00152133979803866,0.0015046569625628,0.00107598831210431,0.000732926927267239,0.00119427926276671,0.0011794648988234,0.00204430151031239,0.00305916718305937,0.00312009664695134,1.07841594348455,1.90438345092518,0.288561717206836,0.926197006584507,1134.23231340061,5858.7945776364,13318145.4167973,0.00729095,0.0035052,NaN,1,1,0.283872977737668,0.000498353390567932,-9.78537743695046,0,0,0,0,0,0,0,0,1,1,0,1,0
strict_qp,wrench_target_noise_x1p0_s102,wrench_target_noise,1,102,simscape_validation,0.0107012822347446,0.0357516026344098,Inf,0.00755490464278764,0.00151878756702141,0.00433961110452866,0.0262973411638354,0.00529851303777479,0.0199937759822175,0.0118448874270698,0.000836573320237769,0.00205096447920231,0.0396997731116719,0.00362310556722431,0.00539145281271136,1.07841594348455,1.90582137398333,0.351427154171235,1.21618556151615,1137.48539092154,8000.00000000017,13457923.9104323,0.0087008,0.00399765,NaN,0,0,0.283206845342617,4.12196880063042e-05,-3.83004561399503e-09,0,0,10,0,0,0,0,0,1,0,0,1,0
strict_qp,target_noise_x1p0_s103,target_noise,1,103,simscape_validation,0.00141382431550436,0.00251256020822759,Inf,0.0007625839833103,0.000532468907726647,0.000153709138474865,0.00159126410651667,0.00151152513137037,0.000904110672258929,0.000819106269622269,0.00100161468787592,0.00166333816235648,0.00255951389017649,0.00271195129169621,0.00429030589582591,1.07841594348455,1.90492901293197,0.291546990838853,1.04095623243982,1140.32514446883,6076.42778186694,13354746.2159683,0.00882275,0.0039987,NaN,1,1,0.284114942003274,0.000457145812128639,-2.64507810239734,0,0,0,0,0,0,0,0,1,1,0,1,0
strict_qp,wrench_target_noise_x1p0_s103,wrench_target_noise,1,103,simscape_validation,0.00972394618749115,0.0289953847174904,Inf,0.00695061328859665,0.0020064200200342,0.00280507046881556,0.0232419938222043,0.00548897383893751,0.0147561329089287,0.0108724729675433,0.00198995645647099,0.00390246791435346,0.0279823649064848,0.00397160932312374,0.00829807350346246,1.07841594348455,1.90720661691133,0.337244067025255,1.22651301789178,1156.52304482124,6849.86932644588,13597225.2498694,0.00710325,0.00343755,NaN,1,1,0.282234174195086,0.000532375910635823,-44.5024327560489,0,0,11,0,0,0,0,0,1,0,0,1,0
strict_qp,target_noise_x1p0_s104,target_noise,1,104,simscape_validation,0.00141303417749905,0.00244149454781112,Inf,0.000797583265189342,0.000614379027860329,0.000161776985915655,0.00151975660768382,0.00159212142276122,0.00102597558387663,0.000864992530073918,0.00113519060962772,0.00133817142325803,0.00236746174904345,0.00301827461163934,0.0035126554124022,1.07841594348455,1.9045704288719,0.288286582379904,1.11284152750285,1165.34460253059,5357.85687480392,13331691.2439459,0.00663145,0.00338955,NaN,0,0,0.283612613285248,0.000483309389209046,-2.66453525910038e-15,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_target_noise_x1p0_s104,wrench_target_noise,1,104,simscape_validation,7.39838940869761,24.699355205426,Inf,5.77225081507995,3.31859489188553,3.02306919561391,18.4631290044091,10.636492110364,12.3812860011566,1.52819156808911,0.730950750358513,1.48034095472938,3.22312215941367,1.88079132178566,3.91080977141535,1.07841594348455,24.6188917384552,26.6210896252098,127.996550869997,1187.41265540777,7999.99999999998,13216966.6428187,0.00575945,0.00266,NaN,327,327,2.20149219100063e-06,-0.504942315954749,-579.768490386174,1449,270,347,0,0,338,1359,0,1,0,0,0,1
strict_qp,target_noise_x1p0_s105,target_noise,1,105,simscape_validation,0.00137452911469266,0.00253778088505916,Inf,0.000761234053166094,0.000623081875103227,0.000238590064978235,0.00163119357381171,0.00167720403129118,0.00123880818008137,0.000547872155005144,0.00148620072343902,0.000974592507881048,0.00163467506051279,0.00348386415713325,0.00257459285418327,1.07841594348455,1.90384931946503,0.294710922693975,0.989126768248041,1150.75282312041,5774.47691046011,13277471.5695557,0.00630515,0.00303445,NaN,0,0,0.285327062416797,0.000539489276753073,-3.5527136788005e-15,0,0,0,0,0,0,0,0,1,1,1,0,1
strict_qp,wrench_target_noise_x1p0_s105,wrench_target_noise,1,105,simscape_validation,6.24463500555199,19.4019169205399,Inf,2.78032313999895,3.58054437143066,4.10518818278314,8.23767183969218,10.692565566886,13.8285638984564,1.50176001041405,0.580855743407487,1.94343247582576,3.21793809044763,1.49051799920693,3.73117713983579,0.788417503978435,18.6257995169858,28.9882165669209,126.69895507656,1059.79890670349,8000.00000000017,12060034.8137039,0.00643895,0.00306025,NaN,249,249,0.000150485947590599,-0.409381740465645,-494.818892565697,1093,226,274,0,0,297,1100,0,1,0,0,0,1
strict_qp,wrench_x1p5,wrench,1.5,NaN,simscape_validation,22.3491785124287,63.0673499797399,Inf,15.5568426845401,5.17835625901034,15.1362115966097,40.7829607541492,13.4858167358439,46.1676372397464,1.56548366720924,0.671450467887315,1.81632003294702,3.22416879049012,1.90174389097842,3.9217040582572,1.01143127788473,62.4523220396984,50.1717580851331,195.947934411196,1187.56621333156,7999.99999998284,12702739.5694098,0.0066511,0.00316595,NaN,368,368,4.85570479467255e-06,-0.19665192319255,-1529.60266620676,1989,333,390,0,0,108,1991,0,1,0,0,0,1
