name,translationRmsMm,translationPeakMm,rotationRmsDeg,rotationPeakDeg,endpointTranslationMm,endpointRotationDeg,equivalentPoseRmsMm
ideal,0.00707044834442903,0.0326726353442323,0.000993951962628894,0.00444760168481103,0.00421972687248325,0.000421359360060123,0.0111904964858628
pwm_oracle,0.119002831599451,0.313000982222466,0.07607750558992,0.225462669294422,0.127093595079539,0.0552109490263498,0.674482652538931
pwm_identified,0.347876500958608,0.859371008096155,0.27141293439859,0.643317191236355,0.493360247508204,0.363423407050438,2.39393549766904
