profile,N1,N2,numVariables,numEq,numIneq,ngMax,ngSum,solverStatus,solverSuccess,solveTime_s,objective,maxEqResidual,maxIneqViolation,maxPathViolation,maxRoofViolation,maxLeftSideViolation,maxRightSideViolation,maxInsertionMonotonicViolation,maxSoftInsertionResidual,maxSoftSideCollisionResidual,degenerateJacobianCount,failureReason
full,4,2,193,78,469,85,475,1,0,31.1391344,11.6194118873757,7.24295666516579,0.538882835874594,0,0,0.538882835874594,0.150153292215657,0,0.0181199388648439,0,0,
full_soft_side,4,2,193,78,445,81,451,1,0,31.6603958,212638.088588808,1.30272268658225,1.69272728492556,1.69272728492608,0.0256031277030794,0,0,0.000624028125875264,0.0505909967349162,0.538882835874594,0,
