method,caseName,solverBackend,fatropStructure,N1,N2,numVariables,numZ,numEq,numIneq,solverStatus,solverSuccess,engineeringPassed,fatropComparisonValid,fatropStructureHealthy,buildTime_s,solveTime_s,totalTime_s,objective,iter_count,n_eval_f,n_eval_g,n_eval_grad_f,n_eval_jac_g,n_eval_hess_l,time_nlp_f,time_nlp_g,time_grad_f,time_jac_g,time_hess_l,hessianTimePct,jac_g_total_s,jac_g_avg_s,jac_g_pct_solve,casadi_eval_pct_solve,time_other_upper_bound,maxEqResidual,maxIneqViolation,objectiveStdAtX0,objectiveManualAtX0,absObjectiveDiffAtX0,maxManualGapResidualAtX0,maxManualMidResidualAtX0,maxManualHSResidualAtX0,maxManualDynResidualAtX0,minStage1Clearance_m,finalGap_m,maxDenseDynResidual,maxHSDefectResidual,maxMidConsistencyResidual,maxStage2LateralError,maxStage2HeightError,maxStage2AttitudeError,stage2Passed,fatrop_iterations_count,fatrop_eval_jac_count,fatrop_eval_obj_count,fatrop_eval_grad_count,fatrop_eval_cv_count,fatrop_return_flag,degenerateJacobianCount,failureReason
IHSID-STANDARD,IHSID-STANDARD-IPOPT,ipopt,,20,10,2744,2744,1360,3847,Solve_Succeeded,1,0,1,1,27.7923097,37.5681397,65.3604494,15.3976570749151,77,84,84,74,80,76,0.324,0.542,0.791000000000001,5.816,28.783,76.6154518957988,5.816,0.0727,15.481203079108,96.5073072276719,1.31213970000001,1.01707215538482e-07,1.4884946386573e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0140115136124714,0.00499999999999992,64.6775884366052,1.12635595295174e-13,5.91024245603228e-12,8.70058469715218e-11,1.63353774951247e-11,5.56998891454441e-12,1,NaN,NaN,NaN,NaN,NaN,,0,"姹傝В瀹屾垚浣嗘湭閫氳繃缁熶竴宸ョ▼鍚庨獙楠岃瘉锛泂tage2Passed=1, maxDenseDynResidual=64.6776, minStage1Clearance_m=0.0140115, finalGap_m=0.005"
IHSID-MANUAL,IHSID-MANUAL-IPOPT,ipopt,,20,10,3640,3640,2080,3847,Solve_Succeeded,1,0,1,1,63.5059544,125.8823691,189.3883235,16.1535208982347,136,161,161,276,138,136,0.656,0.712000000000001,2.82799999999999,21.839,98,77.8504572964857,21.839,0.158253623188406,17.3487360907954,98.5324639874449,1.84736909999998,9.64147384152625e-08,5.80247865311634e-08,0.314057033183583,0.314057033183583,0,0,NaN,NaN,NaN,0.00873799217909199,0.00499999999999992,91.825828053986,4.61332196402542e-11,1.14064219007559e-10,1.55492882458752e-09,1.68050962034982e-10,5.56630297410265e-11,1,NaN,NaN,NaN,NaN,NaN,,0,"姹傝В瀹屾垚浣嗘湭閫氳繃缁熶竴宸ョ▼鍚庨獙楠岃瘉锛泂tage2Passed=1, maxDenseDynResidual=91.8258, minStage1Clearance_m=0.00873799, finalGap_m=0.005"
IHSID-MANUAL,IHSID-MANUAL-FATROP,fatrop,manual,20,10,3640,3640,2080,3847,1,0,0,1,0,61.7945118,44.0450393,105.8395511,93.7819873891232,0,116,91,20,33,30,0.65,0.568,0.321,7.437,32.563,73.9311407539146,7.437,0.225363636363636,16.8849889072525,94.3102802498805,2.5060393,434.936092163066,0,0.314057033183583,0.314057033183583,0,0,NaN,NaN,NaN,0.0443764101586672,0.00499999999999992,768.554902108687,0.0475193788899634,0.0118009237590553,0.0192891921001337,0.010862452488282,0.0137584885327893,0,0,20,38,20,1,1,30,"姹傝В瀹屾垚浣嗘湭閫氳繃缁熶竴宸ョ▼鍚庨獙楠岃瘉锛泂tage2Passed=0, maxDenseDynResidual=768.555, minStage1Clearance_m=0.0443764, finalGap_m=0.005"
