name,translationRmsMm,translationPeakMm,rotationRmsDeg,rotationPeakDeg,endpointTranslationMm,endpointRotationDeg,equivalentPoseRmsMm
ideal,0.00707044834442903,0.0326726353442323,0.000993951962628894,0.00444760168481103,0.00421972687248325,0.000421359360060123,0.0111904964858628
pwm_oracle,0.169298944311555,0.386528103467962,0.116298670999295,0.3356863019628,0.202085700370096,0.168596974272293,1.0289211770492
pwm_identified,0.314443724816302,0.990926641436116,0.399976838210794,0.70921337467267,0.329067207562996,0.476518282935674,3.50459135870446
