method,caseName,solverBackend,fatropStructure,N1,N2,numVariables,numZ,numEq,numIneq,solverStatus,solverSuccess,engineeringPassed,buildTime_s,solveTime_s,totalTime_s,objective,iter_count,n_eval_f,n_eval_g,n_eval_grad_f,n_eval_jac_g,time_nlp_f,time_nlp_g,time_grad_f,time_jac_g,jac_g_total_s,jac_g_avg_s,jac_g_pct_solve,casadi_eval_pct_solve,time_other_upper_bound,maxEqResidual,maxIneqViolation,minStage1Clearance_m,finalGap_m,maxDenseDynResidual,maxHSDefectResidual,maxMidConsistencyResidual,maxStage2LateralError,maxStage2HeightError,maxStage2AttitudeError,stage2Passed,fatrop_iterations_count,fatrop_eval_jac_count,fatrop_eval_obj_count,fatrop_eval_grad_count,fatrop_eval_cv_count,fatrop_return_flag,failureReason
IHSID,IHSID-IPOPT,ipopt,,20,10,2744,2744,1360,3847,Solved_To_Acceptable_Level,1,1,11.3984944,13.7314164,25.1299108,0.275360058177391,185,308,308,187,187,0.738000000000001,1.377,1.125,8.776,8.776,0.0469304812834225,63.9118335964235,87.5073601292872,1.7154164,9.13623352971627e-07,-0,0.0350377317845063,0.00499999999999992,3.25568091394439,9.77789030298659e-13,5.38326632619837e-11,4.9987827765996e-10,7.13699987997529e-10,3.09811065690724e-10,1,NaN,NaN,NaN,NaN,NaN,,
IHSID,IHSID-FATROP-manual,fatrop,manual,20,10,3720,3720,2080,3847,0,1,0,38.8279624,334.9761425,373.8041049,12.222179887757,340,1563,955,322,353,5.80899999999995,3.64499999999999,3.04499999999999,51.791,51.791,0.14671671388102,15.4611010842362,19.192411590924,270.6861425,9.88602355533885e-09,9.99989955364197e-09,0.0135755283116641,0.00499999999999992,157.307563222064,6.49932892227145e-09,3.24967678200921e-09,4.69530747615465e-10,5.91360405088892e-10,5.05550601381799e-11,1,340,322,1536,322,901,0,Solved but failed engineering post-check; stage2Passed=1, maxDenseDynResidual=157.307563, minStage1Clearance_m=0.0135755, finalGap_m=0.005
