comparisonGroup,caseName,method,solverBackend,hessianMode,N1,N2,gridApproach,gridInsertion,h,numVariables,numZ,numEq,numIneq,solverStatus,ipoptStatus,solverSuccess,successFlag,engineeringPassed,buildTime_s,solveTime_s,totalTime_s,objective,iterations,iterCount,iter_count,n_eval_f,n_eval_g,n_eval_grad_f,n_eval_jac_g,n_eval_hess_l,time_nlp_f,time_nlp_g,time_grad_f,time_jac_g,time_hess_l,hessianTimePct,jac_g_total_s,jac_g_avg_s,jac_g_pct_solve,casadi_eval_pct_solve,time_other_upper_bound,maxEqResidual,maxIneqViolation,minStage1Clearance_m,finalGap_m,maxDenseDynResidual,maxHSDefectResidual,maxMidConsistencyResidual,maxStage2LateralError,maxStage2HeightError,maxStage2AttitudeError,stage2Passed,denseSampleCount,dynamicsEvalCountEstimate,ipoptLinearSolver,ipoptHessianApproximation,ipoptTol,ipoptConstrViolTol,ipoptMaxIter,failureReason
IHSID-HESSIAN-GRID,IHSID-IPOPT-exact-2x1,IHSID,ipopt,exact,2,1,2,1,2.5,296,296,154,445,Maximum_Iterations_Exceeded,Maximum_Iterations_Exceeded,0,0,0,2.0454736,0.0406773,2.0861509,0.48131834063364,1,1,1,2,2,3,3,1,0,0,0.001,0.012,0.015,36.8756038380129,0.012,0.004,29.5004830704103,68.834460497624,0.0126773,0.261042498117831,0.539079884238446,0.0369152518036851,0.00499999999999992,22.6610280775996,0.0295873595472144,0.0887621461294558,8.10005774287692e-06,2.90481765108375e-06,1.13099441316766e-05,0,61,7,ma27,exact,1e-06,1e-06,1,"求解完成但未通过统一工程后验验证：stage2Passed=0, maxDenseDynResidual=22.661, minStage1Clearance_m=0.0369153, finalGap_m=0.005"
IHSID-HESSIAN-GRID,IHSID-IPOPT-limited-memory-2x1,IHSID,ipopt,limited-memory,2,1,2,1,2.5,296,296,154,445,Maximum_Iterations_Exceeded,Maximum_Iterations_Exceeded,0,0,1,1.2720793,0.0169719,1.2890512,0.31999807126334,1,1,1,4,4,4,4,NaN,0.001,0.001,0,0.006,NaN,NaN,0.006,0.0015,35.3525533381648,47.1367377842198,0.0089719,0.0887887688651094,0.538882835874155,0.0352740893335157,0.00499999999999992,22.5696935308383,0.0295962562883698,0.0887887688651094,4.16333634234434e-17,3.88578058618805e-16,5.55111512312578e-17,1,61,7,ma27,limited-memory,1e-06,1e-06,1,""
