measurementTranslationRmsMm,measurementTranslationPeakMm,measurementRotationRmsDeg,measurementRotationPeakDeg,measurementTranslationVelocityRmsMps,predictionTranslationRmsMm,predictionTranslationPeakMm,predictionRotationRmsDeg,predictionRotationPeakDeg,predictionTranslationVelocityRmsMps,ukfTranslationRmsMm,ukfTranslationPeakMm,ukfRotationRmsDeg,ukfRotationPeakDeg,ukfTranslationVelocityRmsMps,controlTrackingTranslationRmsMm,controlTrackingTranslationPeakMm,controlTrackingRotationRmsDeg,controlTrackingRotationPeakDeg,forceTrackingNrmse,alignedForceEstimateRmsN,controlEstimatorEquivalentVelocityRmsMps,controlPassed
0.650928706395963,3.3098265679441,0.00536399020391944,0.0208519020504526,0.0351573203329419,0.232560620705703,0.781166521576136,0.0108140458534335,0.03609488035957,0.00127893734321611,0.228901776731093,0.771777266006937,0.010780508922343,0.035997919213892,0.0012737978685201,1.77079975489794,8.65823290234997,0.216200924570704,0.845397829014647,0.0275790645509259,62.7356349297962,0.00759527169343476,0
