finitePassed,forceTrackingPassed,strictTranslationPassed,translationPassed,estimatorTranslationPassed,estimatorVelocityPassed,rotationPassed,pwmPassed,forceLimitPassed,truthIsolationPassed
1,1,0,0,0,1,1,1,1,1
