name,translationRmsMm,translationPeakMm,rotationRmsDeg,rotationPeakDeg,endpointTranslationMm,endpointRotationDeg,equivalentPoseRmsMm
ideal,0.00705155596189622,0.0326726353442323,0.00099043068045413,0.00444760168481103,0.00421972687248325,0.000421359360060123,0.0111547424583911
pwm_oracle,0.900685646814881,2.49430688010394,0.145806990590476,0.368765095531563,1.41752805530356,0.154833235912694,1.55892646949888
pwm_identified,1.59664802094537,4.53670547062992,0.214091955651992,0.69343853835971,3.34303476656831,0.328535559415947,2.4576101387882
