caseName,method,solverBackend,fatropStructure,N1,N2,numVariables,numEq,numIneq,solverStatus,solverSuccess,engineeringPassed,fatropStructureHealthy,buildTime_s,solveTime_s,totalTime_s,objective,iter_count,n_eval_f,n_eval_g,n_eval_grad_f,n_eval_jac_g,n_eval_hess_l,time_hess_l,maxEqResidual,maxIneqViolation,minStage1Clearance_m,finalGap_m,maxDenseDynResidual,maxHSDefectResidual,stage2Passed,fatrop_return_flag,degenerateJacobianCount,failureReason
NATIVE-HS-IPOPT,FATROP_NATIVE_HS,ipopt,,2,1,103,57,274,Maximum_Iterations_Exceeded,0,0,1,5.612558,1.9877181,7.6002761,0.871301410418376,5,8,8,14,7,5,1.666,1.08259165891752,0.538882835874594,0.00136587201138116,0.00499999999999992,40.1876111847243,1.08259165891742,0,,0,"求解完成但未通过统一工程后验验证：stage2Passed=0, maxDenseDynResidual=40.1876, minStage1Clearance_m=0.00136587, finalGap_m=0.005"
NATIVE-HS-FATROP,FATROP_NATIVE_HS,fatrop,,2,1,NaN,NaN,NaN,FAILED_AT_INITIALIZATION,0,0,1,7.0749348,NaN,7.0749348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,NaN,".../casadi/core/function_internal.cpp:152: Error calling FatropInterface::init for 'solver': .../casadi/interfaces/fatrop/fatrop_interface.cpp:469: Assertion ""errors.empty() && (A_ + total).nnz() == total.nnz()"" failed: Fatrop: specified structure of A does not correspond to what the interface can handle. Structure is: N 3, nx [12, 12, 12, 12], nu [18, 18, 18, 1], ng [78, 78, 139, 0]. Note that debug_fatrop_expected.mtx and debug_fatrop_actual.mtx are written to the current directory when 'debug' option is true. These can be read with Sparsity.from_file(...).For a ready-to-use script, see https://gist.github.com/jgillis/dec56fa16c90a8e4a69465e8422c5459"
