measurementTranslationRmsMm,measurementTranslationPeakMm,measurementRotationRmsDeg,measurementRotationPeakDeg,measurementTranslationVelocityRmsMps,predictionTranslationRmsMm,predictionTranslationPeakMm,predictionRotationRmsDeg,predictionRotationPeakDeg,predictionTranslationVelocityRmsMps,ukfTranslationRmsMm,ukfTranslationPeakMm,ukfRotationRmsDeg,ukfRotationPeakDeg,ukfTranslationVelocityRmsMps,controlTrackingTranslationRmsMm,controlTrackingTranslationPeakMm,controlTrackingRotationRmsDeg,controlTrackingRotationPeakDeg,forceTrackingNrmse,alignedForceEstimateRmsN,controlEstimatorEquivalentVelocityRmsMps,controlPassed
1.36270993753797,7.3745612789427,0.288346920197474,1.73422524462634,0.073151529125868,0.231964638384126,0.770141779132708,0.0100205110205863,0.0322915289793382,0.00107570844676519,0.228309917239507,0.759976383231969,0.00997678351530568,0.0320461954354766,0.00106835124716008,0.894695396163202,4.94121316161543,0.227398142754191,0.894462238188379,0.0143117269048199,58.1424302908086,0.00658472083388809,0
