axis,unit,measurementRms,measurementPeak,predictionRms,predictionPeak,ukfRms,ukfPeak,controlTrackingRms,controlTrackingPeak
x,mm,1.31840072888081,4.8783234679355,0.37943434698876,0.770141779132708,0.373688152899731,0.759976383231969,0.780486915551681,2.38251994443348
y,mm,1.73922989570245,7.3745612789427,0.111806762907337,0.406143499747936,0.109335216735517,0.398734599920941,1.27578565029292,4.94121316161543
z,mm,0.898795866465593,3.85116155308118,0.070367637983891,0.193613788276981,0.0691319730191198,0.190369680036717,0.405771739905805,1.83303226518161
roll,deg,0.0981997973784516,0.333474945156855,0.00708938118536502,0.0234936032049948,0.0070439123581961,0.0233182995408709,0.197093794361207,0.894462238188379
pitch,deg,0.0984127771360519,0.379655140950432,0.00799585236221698,0.0178561076281248,0.00797476074683706,0.0180266710723768,0.286963816376387,0.676188041188681
yaw,deg,0.479691113377459,1.73422524462634,0.0136762181450609,0.0322915289793382,0.0136159875754418,0.0320461954354766,0.184216042458759,0.619502824150058
