caseName,method,solverBackend,fatropStructure,N1,N2,numVariables,numEq,numIneq,solverStatus,solverSuccess,engineeringPassed,fatropStructureHealthy,buildTime_s,solveTime_s,totalTime_s,objective,iter_count,n_eval_f,n_eval_g,n_eval_grad_f,n_eval_jac_g,n_eval_hess_l,time_hess_l,maxEqResidual,maxIneqViolation,minStage1Clearance_m,finalGap_m,maxDenseDynResidual,maxHSDefectResidual,stage2Passed,fatrop_return_flag,degenerateJacobianCount,failureReason
NATIVE-HS-IPOPT,FATROP_NATIVE_HS,ipopt,,2,1,103,52,235,Maximum_Iterations_Exceeded,0,0,1,3.5764501,3.41736,6.9938101,1338.75356720428,5,8,8,11,8,4,2.138,13.3491366208914,55.9400025037723,0.0351479925335772,0.00499999999999992,24.6294150804186,13.3491366207632,0,,0,"求解完成但未通过统一工程后验验证：stage2Passed=0, maxDenseDynResidual=24.6294, minStage1Clearance_m=0.035148, finalGap_m=0.005"
NATIVE-HS-FATROP,FATROP_NATIVE_HS,fatrop,manual,2,1,103,52,235,1,0,0,1,3.4371338,3.4640051,6.9011389,2698.02507394631,0,15,6,6,6,5,2.538,12.5645980237174,80.6259310322566,0.0367305949925183,0.0130702771014972,33.7813034607937,12.5645980258191,0,1,5,"求解完成但未通过统一工程后验验证：stage2Passed=0, maxDenseDynResidual=33.7813, minStage1Clearance_m=0.0367306, finalGap_m=0.0130703"
